pk,symbol,name,sector,industry
2776,FCUV,Focus Universal Inc,Capital Goods,Industrial Machinery/Components
2777,FCX,Freeport-McMoRan Inc,Basic Industries,Precious Metals
2778,FDBC,Fidelity D & D Bancorp Inc,Finance,Major Banks
2779,FDEU,First Trust Dynamic Europe Eq,Finance,Trusts Except Educational Religious and Charitable
2780,FDMT,4D Molecular Therapeutics Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2781,FDP,Fresh Del Monte Produce Inc,,Farming/Seeds/Milling
2782,FDS,FactSet Research Systems Inc,Technology,Advertising
2783,FDUS,Fidus Investment Corporation,Finance,Finance/Investors Services
2784,FDX,FedEx Corporation,Transportation,Air Freight/Delivery Services
2785,FE,FirstEnergy Corp,Public Utilities,Electric Utilities: Central
2786,FEAM,5E Advanced Materials Inc,Basic Industries,Major Chemicals
2787,FEDU,Four Seasons Education (Cayman) Inc,Consumer Services,Other Consumer Services
2788,FEI           ,First Trust MLP and Energy Income Fd,Finance,Finance/Investors Services
2789,FEIM,Frequency Electronics Inc,Capital Goods,Electrical Products
2790,FELE,Franklin Electric Co,Consumer Durables,Metal Fabrications
2791,FEMY,Femasys Inc,Health Care,Medical/Dental Instruments
2792,FEN,First Trust Energy Income and Growth Fd,Finance,Finance/Investors Services
2793,FENC,Fennec Pharmaceuticals Inc,,
2794,FENG,Phoenix New Media Limited  each representing 8 Class A ordinary shares,Consumer Services,Broadcasting
2795,FEO,First Trust/Aberdeen Emerging Opportunity Fd,Finance,Investment Managers
2796,FERG,Ferguson plc Ordinary Shares,Consumer Durables,Industrial Machinery/Components
2797,FET,Forum Energy Technologies Inc,Energy,Metal Fabrications
2798,FEXD,Fintech Ecosystem Development Corp,,
2799,FEXDR,Fintech Ecosystem Development Corp,,
2800,FEXDU,Fintech Ecosystem Development Corp,,
2801,FEXDW,Fintech Ecosystem Development Corp,,
2802,FF,FutureFuel Corp,Basic Industries,Major Chemicals
2803,FFA,First Trust Enhanced Eq,Finance,Investment Managers
2804,FFBC,First Financial Bancorp,Finance,Major Banks
2805,FFBW,FFBW Inc,Finance,Major Banks
2806,FFC,Flaherty & Crumrine Preferred and Income Securities Fd,Finance,Trusts Except Educational Religious and Charitable
2807,FFHL,Fuwei Films (Holdings) Co,Capital Goods,Specialty Chemicals
2808,FFIC,Flushing Financial Corporation,Finance,Major Banks
2809,FFIE,Faraday Future Intelligent Electric Inc,Capital Goods,Auto Manufacturing
2810,FFIEW,Faraday Future Intelligent Electric Inc,Capital Goods,Auto Manufacturing
2811,FFIN,First Financial Bankshares Inc,Finance,Major Banks
2812,FFIV,F5 Inc,Technology,EDP Services
2813,FFNW,First Financial Northwest Inc,Finance,Banks
2814,FFWM,First Foundation Inc,Finance,Major Banks
2815,FGB,First Trust Specialty Finance and Financial Opportunities Fd,Finance,Finance/Investors Services
2816,FGBI,First Guaranty Bancshares Inc,Finance,Major Banks
2817,FGBIP,First Guaranty Bancshares Inc,Finance,Major Banks
2818,FGEN,FibroGen Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2819,FGF,FG Financial Group Inc,Finance,Property-Casualty Insurers
2820,FGFPP,FG Financial Group Inc,Finance,Property-Casualty Insurers
2821,FGI,FGI Industries Ltd,Finance,Finance Companies
2822,FGIWW,FGI Industries Ltd,Finance,Finance Companies
2823,FGMCU,FG Merger Corp,,
2824,FHB,First Hawaiian Inc,Finance,Major Banks
2825,FHI,Federated Hermes Inc,Finance,Investment Managers
2826,FHLT,Future Health ESG Corp,,
2827,FHLTU,Future Health ESG Corp,,
2828,FHN,First Horizon Corporation,Finance,Major Banks
2829,FHN^B,First Horizon Corporation,,
2830,FHN^C,First Horizon Corporation,,
2831,FHN^D,First Horizon Corporation,,
2832,FHN^E,First Horizon Corporation,,
2833,FHN^F,First Horizon Corporation,,
2834,FHS,First High-School Education Group Co,Consumer Services,Other Consumer Services
2835,FHTX,Foghorn Therapeutics Inc,Consumer Durables,Specialty Chemicals
2836,FIAC,Focus Impact Acquisition Corp,,
2837,FIACU,Focus Impact Acquisition Corp,,
2838,FIACW,Focus Impact Acquisition Corp,,
2839,FIBK,First Interstate BancSystem Inc,Finance,Major Banks
2840,FICO,Fair Isaac Corproation,Technology,Computer Software: Prepackaged Software
2841,FICV,Frontier Investment Corp Class A Ordinary Shares,,
2842,FICVU,Frontier Investment Corp Units,,
2843,FIF,First Trust Energy Infrastructure Fd,Finance,Finance/Investors Services
2844,FIGS,FIGS Inc,Consumer Non-Durables,Medical Specialities
2845,FINM,Marlin Technology Corporation,Finance,Business Services
2846,FINMU,Marlin Technology Corporation,Finance,Business Services
2847,FINMW,Marlin Technology Corporation,Finance,Business Services
2848,FINS,Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest,Finance,Finance/Investors Services
2849,FINV,FinVolution Group,Finance,Finance: Consumer Services
2850,FINW,FinWise Bancorp,Finance,Commercial Banks
2851,FIS,Fidelity National Information Services Inc,Miscellaneous,Business Services
2852,FISI,Financial Institutions Inc,Finance,Major Banks
2853,FISV,Fiserv Inc,Technology,EDP Services
2854,FITB,Fifth Third Bancorp,Finance,Major Banks
2855,FITBI,Fifth Third Bancorp Depositary Shares,Finance,Major Banks
2856,FITBO,Fifth Third Bancorp Depositary Shares,Finance,Major Banks
2857,FITBP,Fifth Third Bancorp Depositary Shares each representing 1/40th share of Fifth Third 6,Finance,Major Banks
2858,FIVE,Five Below Inc,Consumer Services,Department/Specialty Retail Stores
2859,FIVN,Five9 Inc,Technology,EDP Services
2860,FIX,Comfort Systems USA Inc,Capital Goods,Engineering & Construction
2861,FIXX,Homology Medicines Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2862,FIZZ,National Beverage Corp,Consumer Non-Durables,Beverages (Production/Distribution)
2863,FKWL,Franklin Wireless Corp,Public Utilities,Telecommunications Equipment
2864,FL,Foot Locker Inc,Consumer Services,Clothing/Shoe/Accessory Stores
2865,FLAC,Frazier Lifesciences Acquisition Corporation,Finance,Business Services
2866,FLAG,First Light Acquisition Group Inc,,
2867,FLC,Flaherty & Crumrine Total Return Fd,Finance,Trusts Except Educational Religious and Charitable
2868,FLDM,Fluidigm Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments
2869,FLEX,Flex Ltd,Technology,Electrical Products
2870,FLGC,Flora Growth Corp,,
2871,FLGT,Fulgent Genetics Inc,Health Care,Medical Specialities
2872,FLIC,First of Long Island Corporation,Finance,Major Banks
2873,FLL,Full House Resorts Inc,Consumer Services,Movies/Entertainment
2874,FLME,Flame Acquisition Corp,,
2875,FLMN,Falcon Minerals Corporation,Energy,Oil & Gas Production
2876,FLMNW,Falcon Minerals Corporation,Energy,Oil & Gas Production
2877,FLNC,Fluence Energy Inc,,
2878,FLNG,FLEX LNG Ltd,Consumer Services,Marine Transportation
2879,FLNT,Fluent Inc,Consumer Services,EDP Services
2880,FLO,Flowers Foods Inc,Consumer Non-Durables,Farming/Seeds/Milling
2881,FLOW,SPX FLOW Inc,Capital Goods,Industrial Machinery/Components
2882,FLR,Fluor Corporation,Capital Goods,Oilfield Services/Equipment
2883,FLS,Flowserve Corporation,Capital Goods,Fluid Controls
2884,FLT,FleetCor Technologies Inc,Technology,EDP Services
2885,FLUX,Flux Power Holdings Inc,Capital Goods,Electrical Products
2886,FLWS,1-800-FLOWERS,Consumer Services,Catalog/Specialty Distribution
2887,FLXS,Flexsteel Industries Inc,Consumer Durables,Home Furnishings
2888,FLYA,SOAR Technology Acquisition Corp,,
2889,FLYW,Flywire Corporation,Technology,EDP Services
2890,FMAC,FirstMark Horizon Acquisition Corp,,
2891,FMAO,Farmers & Merchants Bancorp Inc,Finance,Savings Institutions
2892,FMBH,First Mid Bancshares Inc,Finance,Major Banks
2893,FMC,FMC Corporation,Basic Industries,Agricultural Chemicals
2894,FMIV,Forum Merger IV Corporation,,
2895,FMIVW,Forum Merger IV Corporation,,
2896,FMN,Federated Hermes Premier Municipal Income Fd,Finance,Finance Companies
2897,FMNB,Farmers National Banc Corp,Finance,Major Banks
2898,FMS,Fresenius Medical Care AG,Health Care,Medical/Nursing Services
2899,FMTX,Forma Therapeutics Holdings Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2900,FMX,Fomento Economico Mexicano S,Consumer Non-Durables,Beverages (Production/Distribution)
2901,FMY,First Trust Motgage Income Fd,Finance,Finance/Investors Services
2902,FN,Fabrinet Ordinary Shares,Public Utilities,Telecommunications Equipment
2903,FNA,Paragon 28 Inc,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
2904,FNB,F,Finance,Major Banks
2905,FNB^E,F,,
2906,FNCB,FNCB Bancorp Inc,Finance,Major Banks
2907,FNCH,Finch Therapeutics Group Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2908,FND,Floor & Decor Holdings Inc,Consumer Services,RETAIL: Building Materials
2909,FNF,FNF Group of Fidelity National Financial Inc,Finance,Specialty Insurers
2910,FNGR,FingerMotion Inc,Consumer Services,Telecommunications Equipment
2911,FNHC,FedNat Holding Company,Finance,Property-Casualty Insurers
2912,FNKO,Funko Inc,Consumer Non-Durables,Recreational Products/Toys
2913,FNLC,First Bancorp Inc  (ME),Finance,Major Banks
2914,FNV,Franco-Nevada Corporation,,
2915,FNVT,Finnovate Acquisition Corp,,
2916,FNVTU,Finnovate Acquisition Corp,,
2917,FNVTW,Finnovate Acquisition Corp,,
2918,FNWB,First Northwest Bancorp,Finance,Banks
2919,FNWD,Finward Bancorp,Finance,Savings Institutions
2920,FOA,Finance of America Companies Inc,Finance,Finance Companies
2921,FOCS,Focus Financial Partners Inc,Finance,Investment Managers
2922,FOE,Ferro Corporation,Basic Industries,Paints/Coatings
2923,FOF,Cohen & Steers Closed-End Opportunity Fund Inc,Finance,Finance/Investors Services
2924,FOLD,Amicus Therapeutics Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2925,FONR,Fonar Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
2926,FOR,Forestar Group Inc,Finance,Real Estate
2927,FORA,Forian Inc,Technology,Computer Software: Prepackaged Software
2928,FORD,Forward Industries Inc,,
2929,FORG,ForgeRock Inc,Technology,Computer Software: Prepackaged Software
2930,FORM,FormFactor Inc,Technology,Semiconductors
2931,FORR,Forrester Research Inc,Consumer Services,EDP Services
2932,FORTY,Formula Systems (1985) Ltd,Technology,EDP Services
2933,FOSL,Fossil Group Inc,Consumer Non-Durables,Consumer Specialties
2934,FOSLL,Fossil Group Inc,,
2935,FOUN,Founder SPAC Class A Ordinary Shares,,
2936,FOUNU,Founder SPAC Units,,
2937,FOUNW,Founder SPAC Warrants,,
2938,FOUR,Shift4 Payments Inc,Technology,EDP Services
2939,FOX,Fox Corporation,Consumer Services,Broadcasting
2940,FOXA,Fox Corporation,Consumer Services,Broadcasting
2941,FOXF,Fox Factory Holding Corp,Capital Goods,Auto Parts:O.E.M.
2942,FOXW,FoxWayne Enterprises Acquisition Corp,,
2943,FOXWU,FoxWayne Enterprises Acquisition Corp,,
2944,FOXWW,FoxWayne Enterprises Acquisition Corp,,
2945,FPAC,Far Peak Acquisition Corporation,Finance,Business Services
2946,FPAY,FlexShopper Inc,Consumer Services,Consumer Electronics/Video Chains
2947,FPF,First Trust Intermediate Duration Preferred & Income Fd,Finance,Trusts Except Educational Religious and Charitable
2948,FPH,Five Point Holdings LLC Class A Common Shares,Consumer Services,Real Estate
2949,FPI,Farmland Partners Inc,Consumer Services,Real Estate Investment Trusts
2950,FPL,First Trust New Opportunities MLP & Energy Fd,Finance,Trusts Except Educational Religious and Charitable
2951,FR,First Industrial Realty Trust Inc,Consumer Services,Real Estate Investment Trusts
2952,FRA,Blackrock Floating Rate Income Strategies Fd,Finance,Trusts Except Educational Religious and Charitable
2953,FRAF,Franklin Financial Services Corporation,Finance,Major Banks
2954,FRBA,First Bank,Finance,Major Banks
2955,FRBK,Republic First Bancorp Inc,Finance,Major Banks
2956,FRBNW,Forbion European Acquisition Corp,,
2957,FRC,FIRST REPUBLIC BANK,Finance,Commercial Banks
2958,FRC^H,FIRST REPUBLIC BANK Depositary Shares each representing a 1/40th interest in a share of 5,,
2959,FRC^I,FIRST REPUBLIC BANK Depositary Shares each representing a 1/40th interest in a share of 5,,
2960,FRC^J,FIRST REPUBLIC BANK Depositary Shares Each Representing a 1/40th Interest in a Share of 4,,
2961,FRC^K,FIRST REPUBLIC BANK Depositary Shares Each Representing a 1/40th Interest in a Share of 4,,
2962,FRC^L,FIRST REPUBLIC BANK Depositary Shares Each Representing a 1/40th Interest in a Share of 4,,
2963,FRC^M,FIRST REPUBLIC BANK Depositary Shares each representing a 1/40th interest in a share of 4,,
2964,FRC^N,First Republic Bank Depositary Shares Each Representing a 1/40th Interest in a Share of 4,,
2965,FRD,Friedman Industries Inc,Basic Industries,Steel/Iron Ore
2966,FREE,Whole Earth Brands Inc,Miscellaneous,Home Furnishings
2967,FREEW,Whole Earth Brands Inc,Miscellaneous,Home Furnishings
2968,FREQ,Frequency Therapeutics Inc,Health Care,Biotechnology: Pharmaceutical Preparations
2969,FREY,FREYR Battery Ordinary Shares,,
2970,FRG,Franchise Group Inc,Miscellaneous,Diversified Commercial Services
2971,FRGAP,Franchise Group Inc,Miscellaneous,Diversified Commercial Services
2972,FRGI,Fiesta Restaurant Group Inc,Consumer Services,Restaurants
2973,FRHC,Freedom Holding Corp,Finance,Investment Bankers/Brokers/Service
2974,FRLA,Fortune Rise Acquisition Corporation,,
2975,FRLAU,Fortune Rise Acquisition Corporation,,
2976,FRLAW,Fortune Rise Acquisition Corporation,,
2977,FRLN,Freeline Therapeutics Holdings plc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
2978,FRME,First Merchants Corporation,Finance,Major Banks
2979,FRO,Frontline Ltd,,
2980,FROG,JFrog Ltd,Technology,Computer Software: Prepackaged Software
2981,FRON,Frontier Acquisition Corp,Finance,Business Services
2982,FRONU,Frontier Acquisition Corp,Finance,Business Services
2983,FRPH,FRP Holdings Inc,Finance,Real Estate
2984,FRPT,Freshpet Inc,,
2985,FRSG,First Reserve Sustainable Growth Corp,,
2986,FRSGU,First Reserve Sustainable Growth Corp,,
2987,FRSGW,First Reserve Sustainable Growth Corp,,
2988,FRSH,Freshworks Inc,Technology,EDP Services
2989,FRST,Primis Financial Corp,Finance,Major Banks
2990,FRSX,Foresight Autonomous Holdings Ltd,Technology,Computer Software: Prepackaged Software
2991,FRT,Federal Realty Investment Trust,Consumer Services,Real Estate Investment Trusts
2992,FRT^C,Federal Realty Investment Trust Depositary Shares each representing a 1/1000th interest in a 5,,
2993,FRW,PWP Forward Acquisition Corp,,
2994,FRWAW,PWP Forward Acquisition Corp,,
2995,FRXB,Forest Road Acquisition Corp,,
2996,FSBC,Five Star Bancorp,Finance,Banks
2997,FSBW,FS Bancorp Inc,Finance,Banks
2998,FSD,First Trust High Income Long Short Fd,Finance,Investment Managers
2999,FSEA,First Seacoast Bancorp,Finance,Commercial Banks
3000,FSFG,First Savings Financial Group Inc,Finance,Major Banks
3001,FSI,Flexible Solutions International Inc,Capital Goods,Recreational Products/Toys
3002,FSK,FS KKR Capital Corp,Finance,Investment Managers
3003,FSLR,First Solar Inc,Technology,Semiconductors
3004,FSLY,Fastly Inc,Technology,Computer Software: Prepackaged Software
3005,FSM,Fortuna Silver Mines Inc Ordinary Shares (Canada),,
3006,FSNB,Fusion Acquisition Corp,,
3007,FSP,Franklin Street Properties Corp,Consumer Services,Real Estate Investment Trusts
3008,FSR,Fisker Inc,,
3009,FSRD,Fast Radius Inc,Technology,Computer Software: Prepackaged Software
3010,FSRDW,Fast Radius Inc,Technology,Computer Software: Prepackaged Software
3011,FSRX,FinServ Acquisition Corp,,
3012,FSRXU,FinServ Acquisition Corp,,
3013,FSRXW,FinServ Acquisition Corp,,
3014,FSS,Federal Signal Corporation,Technology,Industrial Machinery/Components
3015,FSSI,Fortistar Sustainable Solutions Corp,,
3016,FSSIW,Fortistar Sustainable Solutions Corp,,
3017,FST,FAST Acquisition Corp,,
3018,FSTR,L,Basic Industries,Metal Fabrications
3019,FSTX,F-star Therapeutics Inc,Health Care,Biotechnology: Pharmaceutical Preparations
3020,FSV,FirstService Corporation,,
3021,FT,Franklin Universal Trust,Finance,Trusts Except Educational Religious and Charitable
3022,FTAA,FTAC Athena Acquisition Corp,Finance,Business Services
3023,FTAI,Fortress Transportation and Infrastructure Investors LLC Common Shares,Technology,Diversified Commercial Services
3024,FTAI^A,Fortress Transportation and Infrastructure Investors LLC 8,,
3025,FTAI^B,Fortress Transportation and Infrastructure Investors LLC 8,,
3026,FTAI^C,Fortress Transportation and Infrastructure Investors LLC 8,,
3027,FTCH,Farfetch Limited Class A Ordinary Shares,Consumer Services,Catalog/Specialty Distribution
3029,FTCV,FinTech Acquisition Corp,,
3030,FTCVU,FinTech Acquisition Corp,,
3031,FTCVW,FinTech Acquisition Corp,,
3032,FTDR,Frontdoor Inc,Miscellaneous,Other Consumer Services
3033,FTEK,Fuel Tech Inc,Capital Goods,Pollution Control Equipment
3034,FTEV,FinTech Evolution Acquisition Group Class A Ordinary Shares,,
3035,FTF,Franklin Limited Duration Income Trust Common Shares of Beneficial Interest,Finance,Finance/Investors Services
3036,FTFT,Future FinTech Group Inc,Technology,EDP Services
3037,FTHM,Fathom Holdings Inc,Finance,Real Estate
3038,FTHY,First Trust High Yield Opportunities 2027 Term Fd,Finance,Investment Managers
3039,FTI,TechnipFMC plc Ordinary Share,Energy,Metal Fabrications
3040,FTIIU,FutureTech II Acquisition Corp,,
3041,FTK,Flotek Industries Inc,Energy,Oilfield Services/Equipment
3042,FTNT,Fortinet Inc,Miscellaneous,Diversified Manufacture
3043,FTPA,FTAC Parnassus Acquisition Corp,,
3044,FTRP,Field Trip Health Ltd,,
3045,FTS,Fortis Inc,Public Utilities,Electric Utilities: Central
3046,FTV,Fortive Corporation,Capital Goods,Industrial Machinery/Components
3047,FTVI,FinTech Acquisition Corp,,
3048,FTVIU,FinTech Acquisition Corp,,
3049,FUBO,fuboTV Inc,Consumer Services,Broadcasting
